dataHoraFim,dataHoraInicio,descricao,descricaoTipo,id,localCamara,localExterno,orgaos,situacao,uri,urlRegistro
null,2026-05-06T14:00,"Diagnósticos sobre o uso do tempo para o trabalho 
 A - Audiência Pública

Tema: Diagnósticos sobre o uso do tempo para o trabalho 

Convidados:

LUIZ MARINHO, Ministro de Estado do Trabalho e Emprego (REQs 16, 19 e 30/26) - (a confirmar);

VINÍCIUS CARVALHO PINHEIRO, Diretor do Escritório da Organização Internacional do Trabalho (OIT) para o Brasil (REQs 15 e 17/26) - (a confirmar);

TERESA CRISTINA D'ALMEIDA BASTEIRO, Vice Procuradora Geral do Ministério Público do Trabalho (REQs 15 e 17/26) - (a confirmar);

HUGO CAVALCANTI MELO FILHO, Professor, Juiz do Trabalho e ex-Presidente da Associação Nacional dos Magistrados da Justiça do Trabalho (ANAMATRA) (REQ 9/26) - (a confirmar).

B - Deliberação de Requerimentos (estão sujeitos a pauta os requerimentos apresentados até 24h antes do horário da reunião):",Audiência Pública e Deliberação,81897,"{""nome"":""Anexo II, Plenário 02"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Comissão Especial"",""sigla"":""PEC22119"",""nomePublicacao"":""Comissão Especial sobre o Fim da Escala 6x1 Vida Digna ao Trabalhador (PEC 221/19)"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/539845"",""codTipoOrgao"":""3"",""nomeResumido"":""Fim da Escala 6x1"",""id"":""539845"",""apelido"":""PEC 221/19 - Redução da Jornada de Trabalho"",""nome"":""Comissão Especial destinada a proferir parecer à Proposta de Emenda à Constituição nº 221, de 2019, do Senhor Reginaldo Lopes, que \""altera o Art. 7º inciso XII da constituição Federal, reduzindo a jornada de trabalho a 36 horas semanais em 10 anos\"", e apensada""}]",Convocada,https://dadosabertos.camara.leg.br/api/v2/eventos/81897,null
null,2026-05-05T13:55,Sessão Deliberativa Extraordinária Presencial (AM nº 123/2020),Sessão Deliberativa,81901,"{""nome"":""Plenário da Câmara dos Deputados"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Plenário Virtual"",""sigla"":""PLEN"",""nomePublicacao"":""Plenário"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/180"",""codTipoOrgao"":""26"",""nomeResumido"":""Plenário"",""id"":""180"",""apelido"":""Plenário"",""nome"":""Plenário""}]",Convocada,https://dadosabertos.camara.leg.br/api/v2/eventos/81901,null
null,2026-05-05T09:00,"Seminário Financeirização, Sistema da Dívida e seus Reflexos,
a ser promovido pela Frente Parlamentar sobre o Limite dos Juros e a Auditoria 
Integral da Dívida Pública com a Participação Popular.",Reunião Técnica,81902,"{""nome"":""Auditório Freitas Nobre"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Órgão da Câmara dos Deputados"",""sigla"":""EVENTOS"",""nomePublicacao"":""Câmara dos Deputados - Outros Eventos"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/100950"",""codTipoOrgao"":""12000"",""nomeResumido"":null,""id"":""100950"",""apelido"":""Outros Eventos"",""nome"":""Eventos""}]",Convocada,https://dadosabertos.camara.leg.br/api/v2/eventos/81902,null
null,2026-05-05T10:00,"Plano Anual de Fiscalização e Controle (PAFC 2026): Emendas parlamentares  transparência e eficiência na aplicação de recursos provenientes de emendas parlamentares individuais e do relator.
 Convidados:

1)  MARCUS PESTANA | Diretor | Instituto Fiscal Independente do Senado Federal (IFI)
2) RAUL SANTOS | Consultoria Legislativa (Conle) da Câmara dos Deputados
3) EUGÊNIO GREGGIANIN | Consultoria de Orçamento e Fiscalização Financeira da Câmara dos Deputados (Conof)
4) GIORDANO RONCONI | Consultoria de Orçamento e Fiscalização Financeira da Câmara dos Deputados (Conof)

(Em atendimento ao Requerimento nº 59, de 2026, de iniciativa do Dep. Jorge Solla | PT-BA | relator do PAFC 2026)",Audiência Pública,81907,"{""nome"":""Anexo II, Plenário 09"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Comissão Permanente"",""sigla"":""CFFC"",""nomePublicacao"":""Comissão de Fiscalização Financeira e Controle"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/2011"",""codTipoOrgao"":""2"",""nomeResumido"":""Fiscalização Financeira"",""id"":""2011"",""apelido"":""Fiscalização Financeira e Controle"",""nome"":""Comissão de Fiscalização Financeira e Controle""}]",Convocada,https://dadosabertos.camara.leg.br/api/v2/eventos/81907,null
null,2026-05-05T11:30,"Ouvir novos depoimentos relacionados às violações de direitos humanos praticadas contra os presos do 8 de janeiro.
 Requerimento nº 144/2026 de autoria do Deputado Federal Coronel Meira (PL/PE)
Requer a realização de audiência pública, no âmbito da Subcomissão de Fiscalização e Direitos dos Presos do 8 de Janeiro – SUB8J, com a finalidade de ouvir novos depoimentos relacionados às violações de direitos humanos praticadas contra os presos do 8 de janeiro.


CONVIDADOS:

SEBASTIÃO COELHO 
Desembargador Aposentado e Advogado de Presos Políticos do 08 de janeiro;

LUIZA CUNHA (confirmada)
Familiar de Preso Político do 08 de janeiro;

EVANDRO BRASILEIRO (confirmado)
Familiar de Preso Político do 08 de janeiro;

ROBERTO POZZATTI (confirmado)
Advogado de Presos Políticos do 08 de janeiro;

MARIANE NAIME (confirmada)
Familiar de Preso Político do 08 de janeiro;

HÉLIO JUNIOR (confirmado)
Advogado de Presos Políticos do 08 de janeiro;",Audiência Pública,81912,"{""nome"":""Anexo II, Plenário 06"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Subcomissão"",""sigla"":""SUB8J"",""nomePublicacao"":""Subcomissão Especial dos Direitos dos Presos do 8 de Janeiro (CSPCCO/SUB8J)"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/539784"",""codTipoOrgao"":""25"",""nomeResumido"":""Segurança Pública"",""id"":""539784"",""apelido"":""CSPCCO - Fiscalização e Direitos dos Presos do 8 de Janeiro"",""nome"":""Subcomissão Especial de Fiscalização e Direitos dos Presos do 8 de Janeiro""}]",Convocada,https://dadosabertos.camara.leg.br/api/v2/eventos/81912,null
null,2026-05-05T14:00,Discussão e votação de propostas legislativas,Reunião Deliberativa,81915,"{""nome"":""Anexo II, Plenário 08"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Comissão Permanente"",""sigla"":""CASP"",""nomePublicacao"":""Comissão de Administração e Serviço Público"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/539388"",""codTipoOrgao"":""2"",""nomeResumido"":""Serviço Público"",""id"":""539388"",""apelido"":""Administração e Serviço Público"",""nome"":""Comissão de Administração e Serviço Público""}]",Convocada,https://dadosabertos.camara.leg.br/api/v2/eventos/81915,null
null,2026-05-06T15:30,"Plano de trabalho e votação de requerimentos
 A - Apresentação do Plano de Trabalho do Relator, Dep. Jorge Goetten;

B - Deliberação de Requerimentos (estão sujeitos a pauta os requerimentos apresentados até 24h antes do horário da reunião).",Reunião Deliberativa,81916,"{""nome"":""Anexo II, Plenário 13"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Comissão Especial"",""sigla"":""PLP10821"",""nomePublicacao"":""Comissão Especial sobre o Novo Enquadramento do Microempreendedor Individual (PLP 108/21)"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/539844"",""codTipoOrgao"":""3"",""nomeResumido"":""Novo Enquadramento MEI"",""id"":""539844"",""apelido"":""PLP 108/21 - Novo Enquadramento Microempreendedor Individual"",""nome"":""Comissão Especial destinada a proferir parecer ao Projeto de Lei Complementar nº 108, de 2021, do Senado Federal, que \""altera a Lei Complementar nº 123, de 14 de dezembro de 2006, para permitir o enquadramento como Microempreendedor Individual (MEI) de pessoa com receita bruta anual igual ou inferior a R$ 130.000,00 (cento e trinta mil reais), bem como para permitir que o MEI contrate até 2 (dois) empregados\""""}]",Convocada,https://dadosabertos.camara.leg.br/api/v2/eventos/81916,null
null,2026-05-05T14:00,"Reunião interna com membros do Grupo de Trabalho
 - Reunião interna com membros do Grupo de Trabalho",Reunião Técnica,81917,"{""nome"":""Anexo II, Ala B, Sala 173B, Superior (COTEM)"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Grupo de Trabalho"",""sigla"":""GTMISOG"",""nomePublicacao"":""Grupo de Trabalho sobre Crimes Praticados em Razão de Misoginia"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/539847"",""codTipoOrgao"":""10"",""nomeResumido"":""Crime de Misoginia"",""id"":""539847"",""apelido"":""GT - Crimes Praticados em Razão de Misoginia"",""nome"":""Grupo de Trabalho com a finalidade de discutir o PL 896/2023, que “altera a Lei nº 7.716, de 5 de janeiro de 1989, e o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal), para dispor sobre crimes praticados em razão de misoginia""}]",Convocada,https://dadosabertos.camara.leg.br/api/v2/eventos/81917,null
null,2026-05-12T14:00,"Regras relativas à cobrança de diárias em meios de hospedagens.
 REQUERIMENTO Nº 13/2026-CDC

CONVIDADOS:

Representante do Ministério do Turismo;

Representante da Secretaria Nacional do Consumidor - Senacon;

Representanteda Associação Brasileira da Indústria de Hotéis - ABIH;

Representantedo Fórum de Operadores Hoteleiros do Brasil - FOHB;

Representante da Associação Brasileira de Defesa do Consumidor - Idec; e
 
Representante da Confederação Nacional do Comércio, Bens, Serviços
e Turismo  - CNC.",Audiência Pública,81919,"{""nome"":""A Definir"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Comissão Permanente"",""sigla"":""CDC"",""nomePublicacao"":""Comissão de Defesa do Consumidor"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/2004"",""codTipoOrgao"":""2"",""nomeResumido"":""Consumidor"",""id"":""2004"",""apelido"":""Defesa do Consumidor"",""nome"":""Comissão de Defesa do Consumidor""}]",Convocada,https://dadosabertos.camara.leg.br/api/v2/eventos/81919,null
null,2026-05-12T17:00,"Desafios ao combate ao trabalho escravo contemporâneo no Brasil
 Requerimento n. 46/2026

Autores: Deputados Tadeu Veneri e Reimont

Convidados:

- Ministro de Estado do Trabalho e Emprego;


- Ministro de Estado dos Direitos Humanos e da Cidadania. 


- Representante da ANAFITRA - Associacao Nacional dos Auditores-Fiscais do Trabalho;


- Representante do Ministerio Publico do Trabalho;


- Representante do Tribunal Superior do Trabalho;


- Representante da Secretaria de Inspeção do Trabalho;


- Representante da Associacao Nacional dos Magistrados da Justica do Trabalho;


- Representante da Associacao Nacional dos Procuradores do Trabalho;


- Presidente da Conatrae - Comissao Nacional de Erradicacao do Trabalho Escravo.",Audiência Pública,81921,"{""nome"":""A Definir"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Comissão Permanente"",""sigla"":""CDHMIR"",""nomePublicacao"":""Comissão de Direitos Humanos, Minorias e Igualdade Racial"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/2007"",""codTipoOrgao"":""2"",""nomeResumido"":""Direitos Humanos"",""id"":""2007"",""apelido"":""Direitos Humanos, Minorias e Igualdade Racial"",""nome"":""Comissão de Direitos Humanos, Minorias e Igualdade Racial""}]",Convocada,https://dadosabertos.camara.leg.br/api/v2/eventos/81921,null
null,2026-05-06T13:00,"Tribuna das Mulheres: trabalhadoras pelo fim da escala 6x1 e da sobrecarga de trabalho na vida das mulheres 
 Requerimento nº 3/2026, de autoria das Deputadas Erika Hilton, Laura Carneiro, Delegada Adriana Accorsi e Socorro Neri.",Reunião Técnica,81922,"{""nome"":""Anexo II, Plenário 14"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Comissão Permanente"",""sigla"":""CMULHER"",""nomePublicacao"":""Comissão de Defesa dos Direitos da Mulher"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/537870"",""codTipoOrgao"":""2"",""nomeResumido"":""Mulher"",""id"":""537870"",""apelido"":""Defesa dos Direitos da Mulher"",""nome"":""Comissão de Defesa dos Direitos da Mulher""}]",Convocada,https://dadosabertos.camara.leg.br/api/v2/eventos/81922,null
null,2026-05-07T09:00,"Visita técnica de membros da CFFC ao conjunto arquitetônico da Faculdade de Medicina da Universidade Federal da Bahia (UFBA).
 Visita Técnica aos prédios que compõem o complexo arquitetônico da Faculdade de Medicina da Universidade Federal da Bahia (UFBA), localizado no Centro Histórico de Salvador, a fim de verificar o estado de conservação dos edifícios e seus acervos, a aplicação de verbas direcionadas à sua manutenção e a necessidade urgente de implementá-las.

(Em atendimento ao Requerimento nº 15, de 2026, de iniciativa do Dep. Jorge Solla | PT-BA)",Visita Técnica,81923,"{""nome"":null,""predio"":null,""sala"":null,""andar"":null}","Largo Terreiro de Jesus s/n, Centro Histórico, Salvador/BA","[{""tipoOrgao"":""Comissão Permanente"",""sigla"":""CFFC"",""nomePublicacao"":""Comissão de Fiscalização Financeira e Controle"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/2011"",""codTipoOrgao"":""2"",""nomeResumido"":""Fiscalização Financeira"",""id"":""2011"",""apelido"":""Fiscalização Financeira e Controle"",""nome"":""Comissão de Fiscalização Financeira e Controle""}]",Convocada,https://dadosabertos.camara.leg.br/api/v2/eventos/81923,null
null,2026-05-07T11:30,"Visita técnica de membros da CFFC ao Estaleiro Enseada, em Maragogipe/BA,  para verificar a retomada de suas atividades.
 Visita técnica de membros da CFFC ao Estaleiro Enseada, localizado em Maragogipe (BA), na
região do Recôncavo, para verificar a retomada das atividades, após período de paralisação e o pacto de recuperação judicial acordado em outubro de 2019. 

(Em atendimento ao Requerimento nº 20, de 2026, de iniciativa do Dep. Jorge Solla | PT-BA)",Visita Técnica,81925,"{""nome"":null,""predio"":null,""sala"":null,""andar"":null}","Rua A, Fazenda Boa Vista do Gurjão e Dendê, Anexo 2, Enseada do Paraguaçu, Maragojipe, BA","[{""tipoOrgao"":""Comissão Permanente"",""sigla"":""CFFC"",""nomePublicacao"":""Comissão de Fiscalização Financeira e Controle"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/2011"",""codTipoOrgao"":""2"",""nomeResumido"":""Fiscalização Financeira"",""id"":""2011"",""apelido"":""Fiscalização Financeira e Controle"",""nome"":""Comissão de Fiscalização Financeira e Controle""}]",Convocada,https://dadosabertos.camara.leg.br/api/v2/eventos/81925,null
null,2026-05-06T13:00,Discussão e votação de propostas legislativas,Reunião Deliberativa,81926,"{""nome"":""Anexo II, Plenário 12"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Comissão Permanente"",""sigla"":""CIDOSO"",""nomePublicacao"":""Comissão de Defesa dos Direitos da Pessoa Idosa"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/537871"",""codTipoOrgao"":""2"",""nomeResumido"":""Idosos"",""id"":""537871"",""apelido"":""Defesa dos Direitos da Pessoa Idosa"",""nome"":""Comissão de Defesa dos Direitos da Pessoa Idosa""}]",Convocada,https://dadosabertos.camara.leg.br/api/v2/eventos/81926,null
null,2026-05-06T09:00,"Reunião de articulação política, discussão da pauta e assuntos de interesse da Comissão",Mesa Redonda,81927,"{""nome"":null,""predio"":null,""sala"":null,""andar"":null}",Sala de reuniões da Presidência da CAPADR,"[{""tipoOrgao"":""Comissão Permanente"",""sigla"":""CAPADR"",""nomePublicacao"":""Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/2001"",""codTipoOrgao"":""2"",""nomeResumido"":""Agropecuária"",""id"":""2001"",""apelido"":""Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural"",""nome"":""Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural""}]",Convocada,https://dadosabertos.camara.leg.br/api/v2/eventos/81927,null
null,2026-05-12T16:00,"Regras para contratos de produtos industrializados
 Req. 16 e 17/2026 - CDE
Iniciativa: Deputado Zé Adriano

Convidados:

1. MINISTÉRIO DA FAZENDA

2. CONFEDERAÇÃO NACIONAL DA INDÚSTRIA - CNI

3. CONFEDERAÇÃO NACIONAL DO COMÉRCIO DE BENS, SERVIÇOS E TURISMO - CNC

4. ASSOCIAÇÃO BRASILEIRA DE DISTRIBUIÇÃO - ABAD",Audiência Pública,81928,"{""nome"":""A Definir"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Comissão Permanente"",""sigla"":""CDE"",""nomePublicacao"":""Comissão de Desenvolvimento Econômico"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/2008"",""codTipoOrgao"":""2"",""nomeResumido"":""Desenvolvimento Econômico"",""id"":""2008"",""apelido"":""Desenvolvimento Econômico"",""nome"":""Comissão de Desenvolvimento Econômico""}]",Convocada,https://dadosabertos.camara.leg.br/api/v2/eventos/81928,null
null,2026-05-11T14:00,"Avaliação dos impactos viários e de segurança pública decorrentes da Medida Provisória 1327/25 e da Resolução CONTRAN 1020/25 no Estado de Pernambuco
 SEMINÁRIO ESTADUAL DE PERNAMBUCO

Tema: Avaliação dos impactos viários e de segurança pública decorrentes da Medida Provisória 1327/25 e da Resolução CONTRAN 1020/25 no Estado de Pernambuco

Data:  11 de maio de 2026
Hora: 14h
Local: Auditório Roberto Régnier - SENAC- Sistema Fecomércio /PE

ABERTURA 

CORONEL MEIRA -  DEPUTADO FEDERAL E PRESIDENTE DA COMISSÃO ESPECIAL E COORDENADOR DO SEMINÁRIO

CONVIDADOS:
*Sujeito a alterações

FRANCISCO BANDEIRA DE MELO, Presidente do Tribunal de Justiça de Pernambuco -TJPE

CARLOS NEVES, Presidente Tribunal de Contas de Pernambuco -TCE-PE

JOSÉ PAULO CAVALCANTI XAVIER FILHO, Procurador-Geral de Justiça do Ministério Público de Pernambuco MP/PE

ALESSANDRO CARVALHO, Secretário de Defesa Social de Pernambuco - SDS

PEDRO HENRIQUE NEVES DE HOLANDA, Secretário de Mobilidade e Infraestrutura - SEMOBI

JOSÉ ROBERTO TADROS, Presidente da Confederação Nacional do Comércio de Bens, Serviços e Turismo - CNC

NARA DE DEUS, Diretora de Relações Institucionais da CNC

BERNARDO PEIXOTO DOS SANTOS OLIVEIRA SOBRINHO, Presidente FECOMÉRCIO-PE

VLADIMIR LACERDA MELQUIADES, Diretor Presidente - DETRAN-PE 

CLEITON DE ALMEIDA MEDEIROS, Superintendente da PRF em Pernambuco

TENENTE CORONEL REGINALDO PEREIRA DE OLIVEIRA FILHO, Comandante do BPTRAN/PE

PETRUS ANDRADE LIMA, Diretor Geral do Hospital Restauração  

YGOR VALENÇA, Presidente da Federação Nacional das Autoescolas - FENEAUTO

CAROLINA MARINO, Presidente do Instituto Mulheres no Trânsito

GEAN RAFAEL SANCHES, Coordenador Jurídico da Câmara Pernambucana - CPCFC

MATHEUS MARTINS, Presidente da Associação dos CFCs do Estado de São Paulo -ACESP

ALYSSON COIMBRA, Coordenador da Mobilização Nacional de Médicos e Psicólogos do Tráfego

FERNANDO COELHO, Presidente da União Pernambucana dos Psicólogos do Trânsito

JULIANA DE BARROS GUIMARÃES, Diretora Científica Nacional da Associação Brasileira de Psicologia de Tráfego- ABRAPSIT


ENCERRAMENTO 

Requerimento 28/26 (Dep .Aureo Ribeiro e Coronel Meira)",Seminário,81933,"{""nome"":null,""predio"":null,""sala"":null,""andar"":null}",SENAC - Sistema Fecomércio/PE,"[{""tipoOrgao"":""Comissão Especial"",""sigla"":""PL808514"",""nomePublicacao"":""Comissão Especial sobre Alteração no Código de Trânsito Brasileiro (PL 8085/14)"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/539360"",""codTipoOrgao"":""3"",""nomeResumido"":""Código de Trânsito Brasileiro"",""id"":""539360"",""apelido"":""PL 8085/14 - Alteração no Código de Trânsito Brasileiro"",""nome"":""Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 8085, de 2014, do Senado Federal, que \""altera a Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro, para instituir a obrigatoriedade da prática de direção veicular em vias públicas para fins de formação de condutores\""""}]",Convocada,https://dadosabertos.camara.leg.br/api/v2/eventos/81933,null
null,2026-05-13T11:00,"Homenagem à Data Nacional da Criação do Estado de Israel.
 Homenagem à Data Nacional da Criação do Estado de Israel.",Sessão Não Deliberativa Solene,81091,"{""nome"":""Plenário da Câmara dos Deputados"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Plenário Virtual"",""sigla"":""PLEN"",""nomePublicacao"":""Plenário"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/180"",""codTipoOrgao"":""26"",""nomeResumido"":""Plenário"",""id"":""180"",""apelido"":""Plenário"",""nome"":""Plenário""}]",Agendada,https://dadosabertos.camara.leg.br/api/v2/eventos/81091,null
null,2026-05-13T14:30,"Debates Estratégicos com Bjorn Lomborg
 CÂMARA DOS DEPUTADOS
CENTRO DE ESTUDOS E DEBATES ESTRATÉGICOS
CONSULTORIA LEGISLATIVA
COPENHAGEN CONSENSUS CENTER

57ª Legislatura - 4ª Sessão Legislativa Ordinária

Debates Estratégicos com Björn Lomborg
Fazendo mais com menos: políticas públicas de alto impacto

Conferência:  Políticas públicas de alto resultado e baixo custo: caminhos para o consenso (tradução simultânea)

Local: Auditório Nereu Ramos    Data: 13/05/26    Horário: 14h30
Transmissão ao vivo: cd.leg.br/youtube
Programação: cd.leg.br/aulabjorn

P A U T A

Debates Estratégicos com Björn Lomborg é uma série de três eventos organizados pelo Centro de Estudos e Debates Estratégicos da Câmara dos Deputados (CEDES) com o renomado economista dinamarquês, voltada à difusão de análise de custo-benefício aplicada à formulação de políticas públicas.

A programação inclui uma conferência aberta ao público, com palestra e diálogo com autoridades, uma recepção institucional com parlamentares e especialistas, e um curso intensivo de dois dias para capacitação técnica de servidores, pesquisadores, formuladores de políticas públicas e público em geral.

Sobre o convidado:

Björn Lomborg é um acadêmico, autor e analista de políticas públicas dinamarquês, reconhecido internacionalmente por aplicar a análise de custo-benefício aos grandes desafios globais. Fundador e presidente do Copenhagen Consensus Center, lidera iniciativas que reúnem alguns dos principais economistas do mundo - dentre os quais sete laureados com prêmio Nobel de economia - para identificar políticas capazes de gerar os maiores retornos sociais e ambientais por dólar investido. Foi incluído na lista das 100 pessoas mais influentes do mundo pela revista TIME e destacado por publicações como The Guardian e Foreign Policy entre os principais pensadores globais.

Com atuação destacada em fóruns internacionais, Lomborg participa de debates em instituições como ONU, UNESCO, Banco Mundial e o Fórum Econômico Mundial de Davos, além de já ter prestado depoimento ao Congresso dos Estados Unidos. Seus projetos apresentam foco em temas como pobreza, saúde e mudanças climáticas. Autor de obras traduzidas para mais de 30 idiomas, é conhecido por títulos como Cool It e Best eThings First, este último eleito livro do ano por The Economist e Financial Times.

Série de eventos:

- 13 de maio 14h30 - Conferência: Políticas públicas de alto resultado e baixo custo: caminhos para o consenso (tradução simultânea)
- 14 e 15 de maio - Curso: Análise de custo-benefício para desenho de políticas públicas de alto impacto (Inscrição para o curso: https://docs.google.com/forms/d/e/1FAIpQLSeWMJ8_hsfqbVSgzdLQ8OMPgHQ7i9YIDrJYJNU8NbFztr3aIw/viewform)
 
Programação da Conferência no dia 13 de maio

14h30 - 15h30  Solenidade de abertura
  
15h30 - 16h30  Aula Magna com Bjorn Lomborg (tradução simultânea)
- Björn Lomborg, Presidente do Copenhagen Consensus Center, Distinguished Fellow da Hoover    Institution da Universidade Stanford, cientista político e economista dinamarquês

16h20 - 17h30 - Diálogo com parlamentares e convidados

17h30 - 18h30 - Coquetel",Simpósio,81307,"{""nome"":""Auditório Nereu Ramos"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Conselho"",""sigla"":""CEDES"",""nomePublicacao"":""CENTRO DE ESTUDOS E DEBATES ESTRATÉGICOS"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/537020"",""codTipoOrgao"":""11"",""nomeResumido"":""Centro de Estudos"",""id"":""537020"",""apelido"":""Centro de Estudos e Debates Estratégicos"",""nome"":""Centro de Estudos e Debates Estratégicos""}]",Convocada,https://dadosabertos.camara.leg.br/api/v2/eventos/81307,null
